ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,discontinuous,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN
1TH 2:14!15, ,prep,,ἐν,ἐν,1722,,,,in,,,PREP,ἐν,n52002014015,109781,w,ἐν,I_Thessalonians,13,1Thess,2,14,10,wg,,,pp,PrepNp,adv,,,,,378,wg,,,cl,VC-P-ADV,,,,,,375,wg,,,,DetCL,,,,apposition,,374,wg,apposition,,np,Np-Appos,,,,,,370,wg,,,np,NPofNP,p,,,,,369,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!16, ,noun,proper,Χριστός,Χριστῷ,5547,singular,masculine,dative,Christ,093001,93.387,N-DSM,Χριστῷ,n52002014016,109782,w,Χριστῷ,I_Thessalonians,13,1Thess,2,14,11,wg,apposition,,np,Np-Appos,,,,,,379,wg,,,pp,PrepNp,adv,,,,,378,wg,,,cl,VC-P-ADV,,,,,,375,wg,,,,DetCL,,,,apposition,,374,wg,apposition,,np,Np-Appos,,,,,,370,wg,,,np,NPofNP,p,,,,,369,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!17,",",noun,proper,Ἰησοῦς,Ἰησοῦ,2424,singular,masculine,dative,Jesus,093001,93.169a,N-DSM,"Ἰησοῦ,",n52002014017,109783,w,Ἰησοῦ,I_Thessalonians,13,1Thess,2,14,11,wg,apposition,,np,Np-Appos,,,,,,379,wg,,,pp,PrepNp,adv,,,,,378,wg,,,cl,VC-P-ADV,,,,,,375,wg,,,,DetCL,,,,apposition,,374,wg,apposition,,np,Np-Appos,,,,,,370,wg,,,np,NPofNP,p,,,,,369,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,apposition,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!18, ,conj,,ὅτι,ὅτι,3754,,,,For,089007 091005,89.33 91.15,CONJ,ὅτι,n52002014018,109784,w,ὅτι,I_Thessalonians,13,1Thess,2,14,6,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!19, ,det,,ὁ,τά,3588,plural,neuter,accusative,the same,092004,92.24,T-APN,τὰ,n52002014019,109785,w,τὰ,I_Thessalonians,13,1Thess,2,14,8,wg,,,np,DetNP,o,,,,,382,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!20, ,pron,,αὐτός,αὐτά,846,plural,neuter,accusative,as them,058005,58.31,P-APN,αὐτὰ,n52002014020,109786,w,αὐτὰ,I_Thessalonians,13,1Thess,2,14,8,wg,,,np,DetNP,o,,,,,382,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!21, ,verb,,πάσχω,ἐπάθετε,3958,plural,,,suffered,024006,24.78,V-2AAI-2P,ἐπάθετε,n52002014021,109787,w,ἐπάθετε,I_Thessalonians,13,1Thess,2,14,7,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,second,aorist,active,indicative,A1:n52002014020 A0:n52002014023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!22, ,conj,,καί,καί,2532,,,,also,089017,89.93,CONJ,καὶ,n52002014022,109788,w,καὶ,I_Thessalonians,13,1Thess,2,14,8,wg,,,np,AdvpNp,s,,,,,383,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!23, ,pron,personal,σύ,ὑμεῖς,4771,plural,,nominative,you,,,P-2NP,ὑμεῖς,n52002014023,109789,w,ὑμεῖς,I_Thessalonians,13,1Thess,2,14,8,wg,,,np,AdvpNp,s,,,,,383,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n52002014005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!24, ,prep,,ὑπό,ὑπό,5259,,,,from,089007 090001,89.26 90.1,PREP,ὑπὸ,n52002014024,109790,w,ὑπὸ,I_Thessalonians,13,1Thess,2,14,8,wg,,,pp,PrepNp,adv,,,,,384,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!25, ,det,,ὁ,τῶν,3588,plural,masculine,genitive,the,092004,92.24,T-GPM,τῶν,n52002014025,109791,w,τῶν,I_Thessalonians,13,1Thess,2,14,9,wg,,,np,DetNP,,,,,,385,wg,,,pp,PrepNp,adv,,,,,384,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!26, ,adj,,ἴδιος,ἰδίων,2398,plural,masculine,genitive,own,057001,57.4,A-GPM,ἰδίων,n52002014026,109792,w,ἰδίων,I_Thessalonians,13,1Thess,2,14,10,wg,,,np,AdjpNp,,,,,,386,wg,,,np,DetNP,,,,,,385,wg,,,pp,PrepNp,adv,,,,,384,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,n52002014005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!27,",",noun,common,συμφυλέτης,συμφυλετῶν,4853,plural,masculine,genitive,countrymen,011003,11.57,N-GPM,"συμφυλετῶν,",n52002014027,109793,w,συμφυλετῶν,I_Thessalonians,13,1Thess,2,14,10,wg,,,np,AdjpNp,,,,,,386,wg,,,np,DetNP,,,,,,385,wg,,,pp,PrepNp,adv,,,,,384,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!28, ,conj,,καθώς,καθώς,2531,,,,as,064,64.14,ADV,καθὼς,n52002014028,109794,w,καθὼς,I_Thessalonians,13,1Thess,2,14,8,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!29, ,adv,,καί,καί,2532,,,,also [did],089017,89.93,CONJ,καὶ,n52002014029,109795,w,καὶ,I_Thessalonians,13,1Thess,2,14,10,wg,,,np,AdvpNp,s,,,,,389,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!30, ,pron,personal,αὐτός,αὐτοί,846,plural,masculine,nominative,they,058005,58.31,P-NPM,αὐτοὶ,n52002014030,109796,w,αὐτοὶ,I_Thessalonians,13,1Thess,2,14,10,wg,,,np,AdvpNp,s,,,,,389,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,n52002014007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!31, ,prep,,ὑπό,ὑπό,5259,,,,from,,,PREP,ὑπὸ,n52002014031,109797,w,ὑπὸ,I_Thessalonians,13,1Thess,2,14,10,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!32, ,det,,ὁ,τῶν,3588,plural,masculine,genitive,the,092004,92.24,T-GPM,τῶν,n52002014032,109798,w,τῶν,I_Thessalonians,13,1Thess,2,14,12,wg,,,np,DetNP,,,,,,392,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:14!33,",",adj,,Ἰουδαῖος,Ἰουδαίων,2453,plural,masculine,genitive,Jews,093001,93.172,A-GPM,"Ἰουδαίων,",n52002014033,109799,w,Ἰουδαίων,I_Thessalonians,13,1Thess,2,14,12,wg,,,np,DetNP,,,,,,392,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!1, ,det,,ὁ,τῶν,3588,plural,masculine,genitive,who,092004,92.24,T-GPM,τῶν,n52002015001,109800,w,τῶν,I_Thessalonians,13,1Thess,2,15,12,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,,,,,,,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!5, ,verb,,ἀποκτείνω,ἀποκτεινάντων,615,plural,masculine,genitive,having killed,020004,20.61,V-AAP-GPM,ἀποκτεινάντων,n52002015005,109801,w,ἀποκτεινάντων,I_Thessalonians,13,1Thess,2,15,14,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,v,true,,,aorist,active,participle,A0:n52002014033 A1:n52002015004;n52002015009,n52002014033,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!2, ,conj,,καί,καί,2532,,,,both,089017,89.93,CONJ,καὶ,n52002015002,109802,w,καὶ,I_Thessalonians,13,1Thess,2,15,16,wg,group,,,,,,,,,397,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,,,,,,,,,,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!3, ,det,,ὁ,τόν,3588,singular,masculine,accusative,the,092004,92.24,T-ASM,τὸν,n52002015003,109803,w,τὸν,I_Thessalonians,13,1Thess,2,15,18,wg,,,np,DetNP,,,,,,399,wg,apposition,,np,Np-Appos,,,,,,398,wg,group,,,,,,,,,397,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,,,,,,,,,,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!4, ,noun,common,κύριος,Κύριον,2962,singular,masculine,accusative,Lord,012001,12.9{N:001},N-ASM,Κύριον,n52002015004,109804,w,Κύριον,I_Thessalonians,13,1Thess,2,15,18,wg,,,np,DetNP,,,,,,399,wg,apposition,,np,Np-Appos,,,,,,398,wg,group,,,,,,,,,397,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,,,,,,,,,,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!6, ,noun,proper,Ἰησοῦς,Ἰησοῦν,2424,singular,masculine,accusative,Jesus,093001,93.169a,N-ASM,Ἰησοῦν,n52002015006,109805,w,Ἰησοῦν,I_Thessalonians,13,1Thess,2,15,17,wg,apposition,,np,Np-Appos,,,,,,398,wg,group,,,,,,,,,397,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,apposition,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,,,,,,,,,,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!7, ,conj,,καί,καί,2532,,,,and,,,CONJ,καὶ,n52002015007,109806,w,καὶ,I_Thessalonians,13,1Thess,2,15,16,wg,group,,,,,,,,,400,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,wg,,,,sub-CL,adv,,,,,387,,wg,,,cl,,,,,,,381,wg,,,,sub-CL,adv,,,,,380,,,,,,,,,,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!8, ,det,,ὁ,τούς,3588,plural,masculine,accusative,their own,092004,92.24,T-APM,τοὺς,n52002015008,109807,w,τοὺς,I_Thessalonians,13,1Thess,2,15,17,wg,,,np,DetNP,,,,,,401,wg,group,,,,,,,,,400,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,,,,,,,,,,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1TH 2:15!9, ,noun,common,προφήτης,προφήτας,4396,plural,masculine,accusative,prophets,053009,53.79,N-APM,προφήτας,n52002015009,109808,w,προφήτας,I_Thessalonians,13,1Thess,2,15,17,wg,,,np,DetNP,,,,,,401,wg,group,,,,,,,,,400,wg,,,,aNpaNp,o,,,,,396,wg,,,cl,V-O,,,,,,395,wg,,,,Conj4CL,,,,,,394,wg,,,,DetCL,,,,apposition,,393,wg,apposition,,np,Np-Appos,,,,,,391,wg,,,pp,PrepNp,adv,,,,,390,wg,,,cl,S-ADV,,VerbElided,,,,388,,wg,,,,sub-CL,adv,,,,,387,wg,,,cl,,,,,,,381,,,,,,,,,,wg,,,,sub-CL,adv,,,,,380,wg,,,cl,,,,,,,367,wg,,,,Conj-CL,,,,,,366,wg,,,,,,,,,,365,sentence,,,,,,,,,15,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
