ref,after,class,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,degree,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,type,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,referent,role,person,tense,voice,mood,frame,discontinuous,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,subjref,junction
2JN 1:9!16, ,verb,μένω,μένων,3306,singular,masculine,nominative,abiding,068002,68.11,V-PAP-NSM,μένων,n63001009016,127193,w,μένων,II_John,24,2John,1,9,7,wg,,,cl,V-ADV,,,,,,137,wg,,,,DetCL,aux,,,,,136,wg,,,,Np2CL,,Minor,,,,135,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,present,active,participle,A0:n00000000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!17, ,prep,ἐν,ἐν,1722,,,,in,,,PREP,ἐν,n63001009017,127194,w,ἐν,II_John,24,2John,1,9,8,wg,,,pp,PrepNp,adv,,,,,138,wg,,,cl,V-ADV,,,,,,137,wg,,,,DetCL,aux,,,,,136,wg,,,,Np2CL,,Minor,,,,135,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,,sentence,,,,,,,,,11,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!18, ,det,ὁ,τῇ,3588,singular,feminine,dative,the,092004,92.24,T-DSF,τῇ,n63001009018,127195,w,τῇ,II_John,24,2John,1,9,9,wg,,,np,DetNP,,,,,,139,wg,,,pp,PrepNp,adv,,,,,138,wg,,,cl,V-ADV,,,,,,137,wg,,,,DetCL,aux,,,,,136,wg,,,,Np2CL,,Minor,,,,135,wg,,,cl,,,,,,,134,,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!19,",",noun,διδαχή,διδαχῇ,1322,singular,feminine,dative,teaching,033017,33.236,N-DSF,"διδαχῇ,",n63001009019,127196,w,διδαχῇ,II_John,24,2John,1,9,9,wg,,,np,DetNP,,,,,,139,wg,,,pp,PrepNp,adv,,,,,138,wg,,,cl,V-ADV,,,,,,137,wg,,,,DetCL,aux,,,,,136,wg,,,,Np2CL,,Minor,,,,135,wg,,,cl,,,,,,,134,,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,common,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!20, ,pron,οὗτος,οὗτος,3778,singular,masculine,nominative,this [one],,,D-NSM,οὗτος,n63001009020,127197,w,οὗτος,II_John,24,2John,1,9,4,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,demonstrative,,,,,,,,,,,,,,,,,,,,,,,n63001009016,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!21, ,conj,καί,καί,2532,,,,both,089017,89.92,CONJ,καὶ,n63001009021,127198,w,καὶ,II_John,24,2John,1,9,6,wg,group,,,,,,,,,141,wg,,,,aNpaNp,o,,,,,140,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!22, ,det,ὁ,τόν,3588,singular,masculine,accusative,the,092004,92.24,T-ASM,τὸν,n63001009022,127199,w,τὸν,II_John,24,2John,1,9,7,wg,,,np,DetNP,,,,,,142,wg,group,,,,,,,,,141,wg,,,,aNpaNp,o,,,,,140,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!23, ,noun,πατήρ,Πατέρα,3962,singular,masculine,accusative,Father,012001,12.12,N-ASM,Πατέρα,n63001009023,127200,w,Πατέρα,II_John,24,2John,1,9,7,wg,,,np,DetNP,,,,,,142,wg,group,,,,,,,,,141,wg,,,,aNpaNp,o,,,,,140,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!24, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001009024,127201,w,καὶ,II_John,24,2John,1,9,6,wg,group,,,,,,,,,143,wg,,,,aNpaNp,o,,,,,140,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!25, ,det,ὁ,τόν,3588,singular,masculine,accusative,the,092004,92.24,T-ASM,τὸν,n63001009025,127202,w,τὸν,II_John,24,2John,1,9,7,wg,,,np,DetNP,,,,,,144,wg,group,,,,,,,,,143,wg,,,,aNpaNp,o,,,,,140,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!26, ,noun,υἱός,Υἱόν,5207,singular,masculine,accusative,Son,012001,12.15,N-ASM,Υἱὸν,n63001009026,127203,w,Υἱὸν,II_John,24,2John,1,9,7,wg,,,np,DetNP,,,,,,144,wg,group,,,,,,,,,143,wg,,,,aNpaNp,o,,,,,140,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,,book,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:9!27,.,verb,ἔχω,ἔχει,2192,singular,,,has,,,V-PAI-3S,ἔχει.,n63001009027,127204,w,ἔχει,II_John,24,2John,1,9,4,wg,,,cl,,,,,,,134,wg,,,,,,,,,,133,sentence,,,,,,,,,11,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,third,present,active,indicative,A0:n63001009020 A1:n63001009023;n63001009026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!1, ,conj,εἰ,εἴ,1487,,,,If,089010,89.65,COND,εἴ,n63001010001,127205,w,εἴ,II_John,24,2John,1,10,5,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!2, ,pron,τὶς,τις,5100,singular,masculine,nominative,anyone,,,X-NSM,τις,n63001010002,127206,w,τις,II_John,24,2John,1,10,7,wg,,,cl,S-V-ADV,,,,,,149,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,,book,,,,,,,,,,,,,,,,,,,,,,indefinite,,,,,,,,,,,,,,,,,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!3, ,verb,ἔρχομαι,ἔρχεται,2064,singular,,,comes,015001,15.7,V-PNI-3S,ἔρχεται,n63001010003,127207,w,ἔρχεται,II_John,24,2John,1,10,7,wg,,,cl,S-V-ADV,,,,,,149,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,third,present,middlepassive,indicative,A0:n63001010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!4, ,prep,πρός,πρός,4314,,,,to,084002,84.18,PREP,πρὸς,n63001010004,127208,w,πρὸς,II_John,24,2John,1,10,8,wg,,,pp,PrepNp,adv,,,,,150,wg,,,cl,S-V-ADV,,,,,,149,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!5, ,pron,σύ,ὑμᾶς,4771,plural,,accusative,you,,,P-2AP,ὑμᾶς,n63001010005,127209,w,ὑμᾶς,II_John,24,2John,1,10,8,wg,,,pp,PrepNp,adv,,,,,150,wg,,,cl,S-V-ADV,,,,,,149,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,,sentence,,,,,,,,,12,,book,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001005005 n63001001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!6, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001010006,127210,w,καὶ,II_John,24,2John,1,10,7,wg,group,,,,,,,,,151,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!7, ,pron,οὗτος,ταύτην,3778,singular,feminine,accusative,this,,,D-ASF,ταύτην,n63001010007,127211,w,ταύτην,II_John,24,2John,1,10,9,wg,,,np,Demo-NP,o,,,,,153,wg,,,cl,O-ADV-V,,,,,,152,wg,group,,,,,,,,,151,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,demonstrative,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!8, ,det,ὁ,τήν,3588,singular,feminine,accusative,-,092004,92.24,T-ASF,τὴν,n63001010008,127212,w,τὴν,II_John,24,2John,1,10,10,wg,,,np,DetNP,,,,,,154,wg,,,np,Demo-NP,o,,,,,153,wg,,,cl,O-ADV-V,,,,,,152,wg,group,,,,,,,,,151,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!9, ,noun,διδαχή,διδαχήν,1322,singular,feminine,accusative,teaching,033017,33.236,N-ASF,διδαχὴν,n63001010009,127213,w,διδαχὴν,II_John,24,2John,1,10,10,wg,,,np,DetNP,,,,,,154,wg,,,np,Demo-NP,o,,,,,153,wg,,,cl,O-ADV-V,,,,,,152,wg,group,,,,,,,,,151,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,common,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!10, ,adv,οὐ,οὐ,3756,,,,not,,,PRT-N,οὐ,n63001010010,127214,w,οὐ,II_John,24,2John,1,10,8,wg,,,cl,O-ADV-V,,,,,,152,wg,group,,,,,,,,,151,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!11,",",verb,φέρω,φέρει,5342,singular,,,does bring,015023,15.166,V-PAI-3S,"φέρει,",n63001010011,127215,w,φέρει,II_John,24,2John,1,10,8,wg,,,cl,O-ADV-V,,,,,,152,wg,group,,,,,,,,,151,wg,,,,CLaCL,,,,,,148,wg,,,,sub-CL,,,,,,147,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,third,present,active,indicative,A0:n63001010002 A1:n63001010009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001010002,
2JN 1:10!12, ,adv,μή,μή,3361,,,,not,,,PRT-N,μὴ,n63001010012,127216,w,μὴ,II_John,24,2John,1,10,5,wg,,,cl,ADV-V-O-ADV,,,,,,155,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!13, ,verb,λαμβάνω,λαμβάνετε,2983,plural,,,receive,057009,57.125,V-PAM-2P,λαμβάνετε,n63001010013,127217,w,λαμβάνετε,II_John,24,2John,1,10,5,wg,,,cl,ADV-V-O-ADV,,,,,,155,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,second,present,active,imperative,A0:n63001005005;n63001001007 A1:n63001010014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001005005 n63001001007,
2JN 1:10!14, ,pron,αὐτός,αὐτόν,846,singular,masculine,accusative,him,,,P-ASM,αὐτὸν,n63001010014,127218,w,αὐτὸν,II_John,24,2John,1,10,5,wg,,,cl,ADV-V-O-ADV,,,,,,155,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001010002,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!15, ,prep,εἰς,εἰς,1519,,,,into,,,PREP,εἰς,n63001010015,127219,w,εἰς,II_John,24,2John,1,10,6,wg,,,pp,PrepNp,adv,,,,,156,wg,,,cl,ADV-V-O-ADV,,,,,,155,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!16,",",noun,οἰκία,οἰκίαν,3614,singular,feminine,accusative,[the] house,007002,7.3,N-ASF,"οἰκίαν,",n63001010016,127220,w,οἰκίαν,II_John,24,2John,1,10,6,wg,,,pp,PrepNp,adv,,,,,156,wg,,,cl,ADV-V-O-ADV,,,,,,155,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,common,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!17, ,conj,καί,καί,2532,,,,and,,,CONJ,καὶ,n63001010017,127221,w,καὶ,II_John,24,2John,1,10,5,wg,group,,,,,,,,,157,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!18, ,verb,χαίρω,χαίρειν,5463,,,,to rejoice,033003,33.22,V-PAN,χαίρειν,n63001010018,127222,w,χαίρειν,II_John,24,2John,1,10,7,wg,,,cl,V2CL,o,,,,,159,wg,,,cl,O-IO-ADV-V,,,,,,158,wg,group,,,,,,,,,157,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,present,active,infinitive,A0:n63001005005;n63001001007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001005005 n63001001007,
2JN 1:10!19, ,pron,αὐτός,αὐτῷ,846,singular,masculine,dative,him,,,P-DSM,αὐτῷ,n63001010019,127223,w,αὐτῷ,II_John,24,2John,1,10,6,wg,,,cl,O-IO-ADV-V,,,,,,158,wg,group,,,,,,,,,157,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001010002,io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!20, ,adv,μή,μή,3361,,,,not,,,PRT-N,μὴ,n63001010020,127224,w,μὴ,II_John,24,2John,1,10,6,wg,,,cl,O-IO-ADV-V,,,,,,158,wg,group,,,,,,,,,157,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:10!21,·,verb,λέγω,λέγετε,3004,plural,,,tell,033006,33.69,V-PAM-2P,λέγετε·,n63001010021,127225,w,λέγετε,II_John,24,2John,1,10,6,wg,,,cl,O-IO-ADV-V,,,,,,158,wg,group,,,,,,,,,157,wg,,,cl,,,,,,,146,wg,,,,,,,,,,145,sentence,,,,,,,,,12,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,second,present,active,imperative,A0:n63001005005;n63001001007 A1:n63001010018 A2:n63001010019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001005005 n63001001007,
2JN 1:11!3, ,conj,γάρ,γάρ,1063,,,,for,089007,89.23,CONJ,γὰρ,n63001011003,127226,w,γὰρ,II_John,24,2John,1,11,4,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!1, ,det,ὁ,ὁ,3588,singular,masculine,nominative,the [one],092004,92.24,T-NSM,ὁ,n63001011001,127227,w,ὁ,II_John,24,2John,1,11,6,wg,,,,DetCL,s,,,,,163,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!2, ,verb,λέγω,λέγων,3004,singular,masculine,nominative,telling,033006,33.69,V-PAP-NSM,λέγων,n63001011002,127228,w,λέγων,II_John,24,2John,1,11,7,wg,,,cl,V-IO-O,,,,,,164,wg,,,,DetCL,s,,,,,163,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,13,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,present,active,participle,A0:n00000000000 A2:n63001011004 A1:n63001011005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!4, ,pron,αὐτός,αὐτῷ,846,singular,masculine,dative,him,,,P-DSM,αὐτῷ,n63001011004,127229,w,αὐτῷ,II_John,24,2John,1,11,7,wg,,,cl,V-IO-O,,,,,,164,wg,,,,DetCL,s,,,,,163,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,13,,,book,,,,,,,,,,,,,,,,,,,,,,personal,,,,,,,,,,,,,,,,,,,,,,,n63001010002,io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!5, ,verb,χαίρω,χαίρειν,5463,,,,to rejoice,033003,33.22,V-PAN,χαίρειν,n63001011005,127230,w,χαίρειν,II_John,24,2John,1,11,8,wg,,,cl,V2CL,o,,,,,165,wg,,,cl,V-IO-O,,,,,,164,wg,,,,DetCL,s,,,,,163,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,present,active,infinitive,A0:n63001011002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n63001011002,
2JN 1:11!6, ,verb,κοινωνέω,κοινωνεῖ,2841,singular,,,partakes,057008,57.98,V-PAI-3S,κοινωνεῖ,n63001011006,127231,w,κοινωνεῖ,II_John,24,2John,1,11,5,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,third,present,active,indicative,A0:n63001011002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JN 1:11!7, ,det,ὁ,τοῖς,3588,plural,neuter,dative,in the,092004,92.24,T-DPN,τοῖς,n63001011007,127232,w,τοῖς,II_John,24,2John,1,11,6,wg,,,np,DetNP,adv,,,,,166,wg,,,cl,S-V-ADV,,,,,,162,wg,,,,Conj-CL,,,,,,161,wg,,,,,,,,,,160,sentence,,,,,,,,,13,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
