ref,after,class,type,lemma,normalized,strong,number,gender,case,gloss,domain,ln,morph,unicode,id,wordOrder,LeafName,word,bookLong,bookNum,bookShort,chapter,verse,parents,Parent1Name,Parent1Type,Parent1Appos,Parent1Class,Parent1Rule,Parent1Role,Parent1Cltype,Parent1Unit,Parent1Junction,Parent1SN,Parent1WGN,Parent2Name,Parent2Type,Parent2Appos,Parent2Class,Parent2Rule,Parent2Role,Parent2Cltype,Parent2Unit,Parent2Junction,Parent2SN,Parent2WGN,Parent3Name,Parent3Type,Parent3Appos,Parent3Class,Parent3Rule,Parent3Role,Parent3Cltype,Parent3Unit,Parent3Junction,Parent3SN,Parent3WGN,Parent4Name,Parent4Type,Parent4Appos,Parent4Class,Parent4Rule,Parent4Role,Parent4Cltype,Parent4Unit,Parent4Junction,Parent4SN,Parent4WGN,Parent5Name,Parent5Type,Parent5Appos,Parent5Class,Parent5Rule,Parent5Role,Parent5Cltype,Parent5Unit,Parent5Junction,Parent5SN,Parent5WGN,Parent6Name,Parent6Type,Parent6Appos,Parent6Class,Parent6Rule,Parent6Role,Parent6Cltype,Parent6Unit,Parent6Junction,Parent6SN,Parent6WGN,Parent7Name,Parent7Type,Parent7Appos,Parent7Class,Parent7Rule,Parent7Role,Parent7Cltype,Parent7Unit,Parent7Junction,Parent7SN,Parent7WGN,discontinuous,Parent8Name,Parent8Type,Parent8Appos,Parent8Class,Parent8Rule,Parent8Role,Parent8Cltype,Parent8Unit,Parent8Junction,Parent8SN,Parent8WGN,Parent9Name,Parent9Type,Parent9Appos,Parent9Class,Parent9Rule,Parent9Role,Parent9Cltype,Parent9Unit,Parent9Junction,Parent9SN,Parent9WGN,junction,Parent10Name,Parent10Type,Parent10Appos,Parent10Class,Parent10Rule,Parent10Role,Parent10Cltype,Parent10Unit,Parent10Junction,Parent10SN,Parent10WGN,Parent11Name,Parent11Type,Parent11Appos,Parent11Class,Parent11Rule,Parent11Role,Parent11Cltype,Parent11Unit,Parent11Junction,Parent11SN,Parent11WGN,role,referent,person,tense,voice,mood,frame,subjref,Parent12Name,Parent12Type,Parent12Appos,Parent12Class,Parent12Rule,Parent12Role,Parent12Cltype,Parent12Unit,Parent12Junction,Parent12SN,Parent12WGN,Parent13Name,Parent13Type,Parent13Appos,Parent13Class,Parent13Rule,Parent13Role,Parent13Cltype,Parent13Unit,Parent13Junction,Parent13SN,Parent13WGN,Parent14Name,Parent14Type,Parent14Appos,Parent14Class,Parent14Rule,Parent14Role,Parent14Cltype,Parent14Unit,Parent14Junction,Parent14SN,Parent14WGN,Parent15Name,Parent15Type,Parent15Appos,Parent15Class,Parent15Rule,Parent15Role,Parent15Cltype,Parent15Unit,Parent15Junction,Parent15SN,Parent15WGN,Parent16Name,Parent16Type,Parent16Appos,Parent16Class,Parent16Rule,Parent16Role,Parent16Cltype,Parent16Unit,Parent16Junction,Parent16SN,Parent16WGN,Parent17Name,Parent17Type,Parent17Appos,Parent17Class,Parent17Rule,Parent17Role,Parent17Cltype,Parent17Unit,Parent17Junction,Parent17SN,Parent17WGN,Parent18Name,Parent18Type,Parent18Appos,Parent18Class,Parent18Rule,Parent18Role,Parent18Cltype,Parent18Unit,Parent18Junction,Parent18SN,Parent18WGN,degree,Parent19Name,Parent19Type,Parent19Appos,Parent19Class,Parent19Rule,Parent19Role,Parent19Cltype,Parent19Unit,Parent19Junction,Parent19SN,Parent19WGN,Parent20Name,Parent20Type,Parent20Appos,Parent20Class,Parent20Rule,Parent20Role,Parent20Cltype,Parent20Unit,Parent20Junction,Parent20SN,Parent20WGN,Parent21Name,Parent21Type,Parent21Appos,Parent21Class,Parent21Rule,Parent21Role,Parent21Cltype,Parent21Unit,Parent21Junction,Parent21SN,Parent21WGN,Parent22Name,Parent22Type,Parent22Appos,Parent22Class,Parent22Rule,Parent22Role,Parent22Cltype,Parent22Unit,Parent22Junction,Parent22SN,Parent22WGN,Parent23Name,Parent23Type,Parent23Appos,Parent23Class,Parent23Rule,Parent23Role,Parent23Cltype,Parent23Unit,Parent23Junction,Parent23SN,Parent23WGN,Parent24Name,Parent24Type,Parent24Appos,Parent24Class,Parent24Rule,Parent24Role,Parent24Cltype,Parent24Unit,Parent24Junction,Parent24SN,Parent24WGN
TIT 1:11!3,",",verb,,ἐπιστομίζω,ἐπιστομίζειν,1993,,,,to silence,033008,33.124,V-PAN,"ἐπιστομίζειν,",n56001011003,114590,w,ἐπιστομίζειν,Titus,17,Titus,1,11,9,wg,,,cl,O-V,s,,,,,137,wg,,,cl,S-V,,,,apposition,,136,wg,apposition,,np,NP-CL,,,,,,127,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,true,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,present,active,infinitive,A0:n00000000000 A1:n56001011001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!2, ,verb,,δεῖ,δεῖ,1163,singular,,,it is necessary,071005,71.34,V-PAI-3S,δεῖ,n56001011002,114591,w,δεῖ,Titus,17,Titus,1,11,8,wg,,,cl,S-V,,,,apposition,,136,wg,apposition,,np,NP-CL,,,,,,127,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,present,active,indicative,A0:n56001011003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!4, ,pron,relative,ὅστις,οἵτινες,3748,plural,masculine,nominative,who,092004,92.18,R-NPM,οἵτινες,n56001011004,114592,w,οἵτινες,Titus,17,Titus,1,11,7,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,n56001010004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!5, ,adj,,ὅλος,ὅλους,3650,plural,masculine,accusative,whole,059003 063001,59.29 63.1,A-APM,ὅλους,n56001011005,114593,w,ὅλους,Titus,17,Titus,1,11,8,wg,,,np,All-NP,o,,,,,139,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!6, ,noun,common,οἶκος,οἴκους,3624,plural,masculine,accusative,households,010001,10.8,N-APM,οἴκους,n56001011006,114594,w,οἴκους,Titus,17,Titus,1,11,8,wg,,,np,All-NP,o,,,,,139,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!7, ,verb,,ἀνατρέπω,ἀνατρέπουσιν,396,plural,,,overthrow,031008,31.72,V-PAI-3P,ἀνατρέπουσιν,n56001011007,114595,w,ἀνατρέπουσιν,Titus,17,Titus,1,11,7,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,present,active,indicative,A0:n56001011004 A1:n56001011006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!8, ,verb,,διδάσκω,διδάσκοντες,1321,plural,masculine,nominative,teaching,033017,33.224,V-PAP-NPM,διδάσκοντες,n56001011008,114596,w,διδάσκοντες,Titus,17,Titus,1,11,8,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,,present,active,participle,A0:n56001010004 A1:n56001011011,n56001010004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!9, ,pron,relative,ὅς,ἅ,3739,plural,neuter,accusative,things that [they],,,R-APN,ἃ,n56001011009,114597,w,ἃ,Titus,17,Titus,1,11,9,wg,,,cl,S-ADV-V,o,,,,,141,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!10, ,adv,,μή,μή,3361,,,,not,,,PRT-N,μὴ,n56001011010,114598,w,μὴ,Titus,17,Titus,1,11,9,wg,,,cl,S-ADV-V,o,,,,,141,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!11, ,verb,,δεῖ,δεῖ,1163,singular,,,ought,071004,71.21,V-PAI-3S,δεῖ,n56001011011,114599,w,δεῖ,Titus,17,Titus,1,11,9,wg,,,cl,S-ADV-V,o,,,,,141,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,present,active,indicative,A0:n56001011009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!12, ,adj,,αἰσχρός,αἰσχροῦ,150,singular,neuter,genitive,base,088020,88.150,A-GSN,αἰσχροῦ,n56001011012,114600,w,αἰσχροῦ,Titus,17,Titus,1,11,10,wg,,,np,AdjpNp,,,,,,143,wg,,,pp,NP-Prep,adv,,,,,142,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!13, ,noun,common,κέρδος,κέρδους,2771,singular,neuter,genitive,gain,057016,57.192,N-GSN,κέρδους,n56001011013,114601,w,κέρδους,Titus,17,Titus,1,11,10,wg,,,np,AdjpNp,,,,,,143,wg,,,pp,NP-Prep,adv,,,,,142,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,,wg,,,,,,,,,,123,sentence,,,,,,,,,5,,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:11!14,.,prep,,χάριν,χάριν,5484,,,,for [the] sake of,089007 089009,89.29 89.60,PREP,χάριν.,n56001011014,114602,w,χάριν,Titus,17,Titus,1,11,9,wg,,,pp,NP-Prep,adv,,,,,142,wg,,,cl,V-O-ADV,adv,,,,,140,wg,,,cl,S-O-V-ADV,,,,apposition,,138,wg,apposition,,np,NP-CL,s,,,,,126,wg,,,cl,VC-P-S,,,,,,125,wg,,,,Conj-CL,,,,,,124,wg,,,,,,,,,,123,,sentence,,,,,,,,,5,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!1, ,verb,,λέγω,εἶπεν,3004,singular,,,Said,033006,33.69,V-2AAI-3S,εἶπέν,n56001012001,114603,w,εἶπέν,Titus,17,Titus,1,12,4,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v,,third,aorist,active,indicative,A0:n56001012002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!2, ,pron,indefinite,τὶς,τις,5100,singular,masculine,nominative,one,,,X-NSM,τις,n56001012002,114604,w,τις,Titus,17,Titus,1,12,6,wg,,,np,NpPp,,,,,,147,wg,apposition,,np,Np-Appos,s,,,,,146,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!3, ,prep,,ἐκ,ἐξ,1537,,,,of,063004,63.20,PREP,ἐξ,n56001012003,114605,w,ἐξ,Titus,17,Titus,1,12,7,wg,,,pp,PrepNp,,,,,,148,wg,,,np,NpPp,,,,,,147,wg,apposition,,np,Np-Appos,s,,,,,146,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!4, ,pron,personal,αὐτός,αὐτῶν,846,plural,masculine,genitive,them,092008,92.37,P-GPM,αὐτῶν,n56001012004,114606,w,αὐτῶν,Titus,17,Titus,1,12,7,wg,,,pp,PrepNp,,,,,,148,wg,,,np,NpPp,,,,,,147,wg,apposition,,np,Np-Appos,s,,,,,146,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n56001012008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!5, ,adj,,ἴδιος,ἴδιος,2398,singular,masculine,nominative,own,057001,57.4,A-NSM,ἴδιος,n56001012005,114607,w,ἴδιος,Titus,17,Titus,1,12,6,wg,,,np,AdjpNp,,,,apposition,,149,wg,apposition,,np,Np-Appos,s,,,,,146,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n56001012008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!6, ,pron,personal,αὐτός,αὐτῶν,846,plural,masculine,genitive,of them,092004,92.11,P-GPM,αὐτῶν,n56001012006,114608,w,αὐτῶν,Titus,17,Titus,1,12,7,wg,,,np,ofNPNP,,,,,,150,wg,,,np,AdjpNp,,,,apposition,,149,wg,apposition,,np,Np-Appos,s,,,,,146,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n56001012008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!7, ,noun,common,προφήτης,προφήτης,4396,singular,masculine,nominative,a prophet,053009,53.79,N-NSM,προφήτης,n56001012007,114609,w,προφήτης,Titus,17,Titus,1,12,7,wg,,,np,ofNPNP,,,,,,150,wg,,,np,AdjpNp,,,,apposition,,149,wg,apposition,,np,Np-Appos,s,,,,,146,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!8, ,noun,proper,Κρής,Κρῆτες,2912,plural,masculine,nominative,Cretans,093002,93.507,N-NPM,Κρῆτες,n56001012008,114610,w,Κρῆτες,Titus,17,Titus,1,12,5,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,n56001012008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!9, ,adv,,ἀεί,ἀεί,104,,,,[are] always,067005,67.86,ADV,ἀεὶ,n56001012009,114611,w,ἀεὶ,Titus,17,Titus,1,12,5,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!10,",",noun,common,ψεύστης,ψεῦσται,5583,plural,masculine,nominative,liars,033018,33.255,N-NPM,"ψεῦσται,",n56001012010,114612,w,ψεῦσται,Titus,17,Titus,1,12,6,wg,group,,,NpNpNp,p,,,,,152,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!11, ,adj,,κακός,κακά,2556,plural,neuter,nominative,evil,088015,88.106,A-NPN,κακὰ,n56001012011,114613,w,κακὰ,Titus,17,Titus,1,12,7,wg,,,np,AdjpNp,,,,,,153,wg,group,,,NpNpNp,p,,,,,152,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!12,",",noun,common,θηρίον,θηρία,2342,plural,neuter,nominative,beasts,088015,88.119,N-NPN,"θηρία,",n56001012012,114614,w,θηρία,Titus,17,Titus,1,12,7,wg,,,np,AdjpNp,,,,,,153,wg,group,,,NpNpNp,p,,,,,152,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!13, ,noun,common,γαστήρ,γαστέρες,1064,plural,feminine,nominative,gluttons,023001,23.19,N-NPF,γαστέρες,n56001012013,114615,w,γαστέρες,Titus,17,Titus,1,12,7,wg,,,np,NpAdjp,,,,,,154,wg,group,,,NpNpNp,p,,,,,152,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIT 1:12!14,.,adj,,ἀργός,ἀργαί,692,plural,feminine,nominative,lazy,088032,88.248,A-NPF,ἀργαί.,n56001012014,114616,w,ἀργαί,Titus,17,Titus,1,12,7,wg,,,np,NpAdjp,,,,,,154,wg,group,,,NpNpNp,p,,,,,152,wg,,,cl,S-ADV-P,o,Verbless,,,,151,wg,,,cl,,,,,,,145,wg,,,,,,,,,,144,sentence,,,,,,,,,6,,book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
